,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
123,2016,CALIFORNIA,Over 18,0,0,1059954,7489,10384,102835,99813,7489,7489,0,2285,8099,82918,275586,1046,71858,36225,17013,0,2642,212725,68989,129259,940,233,4938,6144,263,48551,7647,1345,13265,15518,0,6496,14152,24328
124,2017,CALIFORNIA,Under 18,39386220,676,51603,18,1434,10712,7152,18,18,0,295,1139,3807,8607,255,8483,4067,1774,998,1193,3781,695,455,23,2,45,175,11,4616,1107,98,2952,1167,0,103,2656,3081
125,2017,CALIFORNIA,Total all ages,0,0,1093363,7056,11805,105757,109117,7056,7056,0,2561,9244,88115,289622,1560,80248,38094,19501,998,3530,212025,63278,122961,990,227,4440,6903,287,46602,7079,1499,16942,17398,0,6773,16883,28547
126,2017,CALIFORNIA,Over 18,0,0,1041760,7038,10371,95045,101965,7038,7038,0,2266,8105,84308,281015,1305,71765,34027,17727,0,2337,208244,62583,122506,967,225,4395,6728,276,41986,5972,1401,13990,16231,0,6670,14227,25466
127,2017,CALIFORNIA,Over 18,0,0,1041760,7038,10371,95045,101965,7038,7038,0,2266,8105,84308,281015,1305,71765,34027,17727,0,2337,208244,62583,122506,967,225,4395,6728,276,41986,5972,1401,13990,16231,0,6670,14227,25466
128,2018,CALIFORNIA,Under 18,39431921,700,42958,12,1121,7484,7210,12,12,0,245,876,3944,6836,170,8026,2864,1402,652,1007,2967,522,474,17,1,37,118,8,3048,930,84,2937,915,0,88,2030,2748
129,2018,CALIFORNIA,Total all ages,0,0,1093080,6418,11440,97247,110236,6418,6418,0,2539,8901,89618,293353,1529,81812,35230,18020,652,3451,219251,58286,127250,921,268,4118,6105,403,42468,5948,1409,16670,16227,1,7290,16652,28290
130,2018,CALIFORNIA,Over 18,0,0,1050122,6406,10319,89763,103026,6406,6406,0,2294,8025,85674,286517,1359,73786,32366,16618,0,2444,216284,57764,126776,904,267,4081,5987,395,39420,5018,1325,13733,15312,1,7202,14622,25542
131,2018,CALIFORNIA,Over 18,0,0,1050122,6406,10319,89763,103026,6406,6406,0,2294,8025,85674,286517,1359,73786,32366,16618,0,2444,216284,57764,126776,904,267,4081,5987,395,39420,5018,1325,13733,15312,1,7202,14622,25542
132,2019,CALIFORNIA,Under 18,38183434,717,38617,19,1004,6539,6745,19,19,0,193,811,3682,5643,129,7292,2362,1164,711,832,2459,456,464,19,3,44,159,9,2884,838,64,2806,781,0,64,2112,2617
133,2019,CALIFORNIA,Total all ages,0,0,1014785,5751,10715,88854,102427,5751,5751,0,2155,8560,83584,260749,1537,77849,32859,14870,711,3218,212417,53788,120262,972,278,3721,6703,562,39588,5363,1284,15404,14777,0,4688,16462,26673
134,2019,CALIFORNIA,Over 18,0,0,976168,5732,9711,82315,95682,5732,5732,0,1962,7749,79902,255106,1408,70557,30497,13706,0,2386,209958,53332,119798,953,275,3677,6544,553,36704,4525,1220,12598,13996,0,4624,14350,24056
135,2019,CALIFORNIA,Over 18,0,0,976168,5732,9711,82315,95682,5732,5732,0,1962,7749,79902,255106,1408,70557,30497,13706,0,2386,209958,53332,119798,953,275,3677,6544,553,36704,4525,1220,12598,13996,0,4624,14350,24056
136,2020,CALIFORNIA,Under 18,38994766,673,23588,5,584,3820,4643,5,5,0,150,434,2461,3715,78,3910,1563,920,395,359,1184,267,437,9,3,23,113,1,1259,443,79,1953,590,0,33,1470,1734
137,2020,CALIFORNIA,Total all ages,0,0,847606,4453,9318,72990,100579,4453,4453,0,2060,7258,83289,196723,2051,68962,26220,16369,395,2636,185985,35841,95778,680,308,2753,5042,675,28350,2728,1594,13636,14631,0,3289,17493,28407
138,2020,CALIFORNIA,Over 18,0,0,824018,4448,8734,69170,95936,4448,4448,0,1910,6824,80828,193008,1973,65052,24657,15449,0,2277,184801,35574,95341,671,305,2730,4929,674,27091,2285,1515,11683,14041,0,3256,16023,26673
139,2020,CALIFORNIA,Over 18,0,0,824018,4448,8734,69170,95936,4448,4448,0,1910,6824,80828,193008,1973,65052,24657,15449,0,2277,184801,35574,95341,671,305,2730,4929,674,27091,2285,1515,11683,14041,0,3256,16023,26673
140,2021,CALIFORNIA,Under 18,2861998,14,5267,1,17,207,283,1,1,0,5,12,201,3737,7,285,33,41,56,3,229,0,30,0,0,0,6,0,126,69,5,72,29,0,0,88,232
141,2021,CALIFORNIA,Total all ages,0,0,80110,363,192,3853,4322,363,363,0,67,125,3373,40427,139,8565,910,823,56,97,11629,0,4858,22,6,162,451,11,1981,166,70,812,1218,0,322,1354,2103
142,2021,CALIFORNIA,Over 18,0,0,74843,362,175,3646,4039,362,362,0,62,113,3172,36690,132,8280,877,782,0,94,11400,0,4828,22,6,162,445,11,1855,97,65,740,1189,0,322,1266,1871
143,2021,CALIFORNIA,Over 18,0,0,74843,362,175,3646,4039,362,362,0,62,113,3172,36690,132,8280,877,782,0,94,11400,0,4828,22,6,162,445,11,1855,97,65,740,1189,0,322,1266,1871
144,2013,COLORADO,Under 18,5107902,203,26158,0,230,5673,539,13,0,0,39,191,361,7362,88,1634,456,276,1236,2305,3056,48,290,1,64,10,82,0,4853,2159,7,132,56,0,0,1136,303
145,2013,COLORADO,Total all ages,0,0,230910,0,1020,28833,5691,314,0,0,333,687,4238,99945,195,15461,2425,1340,1236,10359,12370,238,28723,89,3183,648,1758,3,24873,13377,120,1000,646,0,367,5141,1841
146,2013,COLORADO,Over 18,0,0,204752,0,790,23160,5152,301,0,0,294,496,3877,92583,107,13827,1969,1064,0,8054,9314,190,28433,88,3119,638,1676,3,20020,11218,113,868,590,0,367,4005,1538
147,2014,COLORADO,Under 18,5195484,208,26879,0,201,5999,547,2,0,0,51,150,363,7411,123,1752,471,297,1608,2262,3374,52,253,6,57,8,91,1,5108,1966,13,120,29,0,0,975,336
148,2014,COLORADO,Total all ages,0,0,239994,822,983,32318,5936,347,694,128,458,525,4411,104264,225,16849,2671,1565,1608,9801,13381,271,27874,88,3225,585,1928,13,27857,12641,128,939,319,0,561,5296,2164
149,2014,COLORADO,Over 18,0,0,213115,822,782,26319,5389,345,694,128,407,375,4048,96853,102,15097,2200,1268,0,7539,10007,219,27621,82,3168,577,1837,12,22749,10675,115,819,290,0,561,4321,1828
150,2015,COLORADO,Under 18,5105425,195,24566,0,190,5446,636,2,0,0,78,112,412,6676,62,1766,481,445,1304,2176,2959,79,257,9,44,7,94,0,4458,1721,9,137,34,0,0,931,313
151,2015,COLORADO,Total all ages,0,0,226807,994,944,31067,6242,641,694,300,460,484,4612,95180,178,17321,2381,2150,1304,8875,14430,432,25562,99,3185,559,2083,1,26358,11072,165,1005,421,0,321,5309,2219
152,2015,COLORADO,Over 18,0,0,202241,994,754,25621,5606,639,694,300,382,372,4200,88504,116,15555,1900,1705,0,6699,11471,353,25305,90,3141,552,1989,1,21900,9351,156,868,387,0,321,4378,1906
153,2016,COLORADO,Under 18,5008754,193,21548,0,154,4753,636,1,0,0,52,102,452,6099,77,1697,432,450,1153,1727,2440,47,217,7,52,6,63,0,3794,1389,6,126,32,0,0,833,294
154,2016,COLORADO,Total all ages,0,0,225710,2178,851,29879,6691,510,1260,918,414,437,5186,100277,228,17079,2571,2585,1153,7486,14790,249,23364,101,2849,679,2512,3,24495,9025,150,941,456,0,453,5354,2363
155,2016,COLORADO,Over 18,0,0,204162,2178,697,25126,6055,509,1260,918,362,335,4734,94178,151,15382,2139,2135,0,5759,12350,202,23147,94,2797,673,2449,3,20701,7636,144,815,424,0,453,4521,2069
156,2017,COLORADO,Under 18,5083702,198,21183,0,191,3921,773,0,0,0,58,133,467,6130,70,1924,339,377,1052,1729,2615,11,239,17,34,10,87,2,3135,1282,18,230,21,0,0,878,325
157,2017,COLORADO,Total all ages,0,0,234409,3808,913,27157,7721,521,3242,566,442,471,5900,108846,265,17009,2389,2766,1052,7284,16626,485,23664,126,3235,734,2400,19,21737,8143,176,1203,496,7,596,5508,2309
158,2017,COLORADO,Over 18,0,0,213226,3808,722,23236,6948,521,3242,566,384,338,5433,102716,195,15085,2050,2389,0,5555,14011,474,23425,109,3201,724,2313,17,18602,6861,158,973,475,7,596,4630,1984
159,2018,COLORADO,Under 18,4952541,180,17906,0,235,3161,758,2,0,0,90,145,439,4747,54,1895,338,314,773,1762,2257,0,217,13,37,4,78,0,2455,1056,18,211,22,0,0,700,279
160,2018,COLORADO,Total all ages,0,0,193216,3542,1070,24136,7832,376,3264,278,549,521,5922,78790,199,16477,2301,2437,773,6887,16172,144,20353,112,2466,688,2243,7,19199,7007,195,1166,526,1,549,4843,2313
161,2018,COLORADO,Over 18,0,0,175310,3542,835,20975,7074,374,3264,278,459,376,5483,74043,145,14582,1963,2123,0,5125,13915,144,20136,99,2429,684,2165,7,16744,5951,177,955,504,1,549,4143,2034
162,2019,COLORADO,Under 18,4910658,184,16885,0,221,3062,806,2,0,0,86,135,453,4496,55,1972,319,382,505,1565,1920,17,197,2,28,9,63,0,2306,899,16,251,25,0,0,843,339
163,2019,COLORADO,Total all ages,0,0,195870,3402,995,25261,8058,354,2900,502,532,463,6226,82648,198,16700,2518,2883,505,5966,15846,378,19658,69,2145,722,2771,13,19662,5863,152,1148,487,0,465,5084,2414
164,2019,COLORADO,Over 18,0,0,178985,3402,774,22199,7252,352,2900,502,446,328,5773,78152,143,14728,2199,2501,0,4401,13926,361,19461,67,2117,713,2708,13,17356,4964,136,897,462,0,465,4241,2075
165,2020,COLORADO,Under 18,5074548,197,9095,0,139,1632,706,0,0,0,76,63,383,2221,51,1015,199,301,303,635,812,2,232,6,21,6,43,0,1081,609,32,215,16,0,0,597,176
166,2020,COLORADO,Total all ages,0,0,145095,2544,741,21458,8659,113,2288,256,441,300,6783,55100,293,15449,2649,3452,303,4221,9231,34,14421,39,1764,488,1820,0,15064,3396,236,1199,654,0,89,5215,2341
167,2020,COLORADO,Over 18,0,0,136000,2544,602,19826,7953,113,2288,256,365,237,6400,52879,242,14434,2450,3151,0,3586,8419,32,14189,33,1743,482,1777,0,13983,2787,204,984,638,0,89,4618,2165
168,2021,COLORADO,Under 18,5678716,203,9006,0,145,1184,600,0,0,0,60,85,371,1937,43,1436,142,208,156,747,974,0,210,8,13,7,47,0,791,564,29,140,24,0,0,725,289
169,2021,COLORADO,Total all ages,0,0,154110,3940,822,19517,8403,205,3684,256,437,385,6573,61684,302,15902,2430,4044,156,4314,10203,0,17037,72,2149,369,1638,2,12741,3000,229,1164,981,0,89,5469,2535
170,2021,COLORADO,Over 18,0,0,145104,3940,677,18333,7803,205,3684,256,377,300,6202,59747,259,14466,2288,3836,0,3567,9229,0,16827,64,2136,362,1591,2,11950,2436,200,1024,957,0,89,4744,2246
171,2013,CONNECTICUT,Under 18,3410076,99,8960,0,122,1959,457,0,0,0,28,94,220,1212,180,2230,262,164,11,1484,724,0,44,6,28,8,40,1,1353,86,4,205,40,0,0,375,161
172,2013,CONNECTICUT,Total all ages,0,0,95685,0,605,15338,3562,221,0,0,178,427,2219,25301,399,16691,2065,574,11,10032,9137,6,8207,185,1284,574,1018,14,12300,377,48,1117,318,0,16,1936,1030
173,2013,CONNECTICUT,Over 18,0,0,86725,0,483,13379,3105,221,0,0,150,333,1999,24089,219,14461,1803,410,0,8548,8413,6,8163,179,1256,566,978,13,10947,291,44,912,278,0,16,1561,869
174,2014,CONNECTICUT,Under 18,3596160,101,9431,0,118,1917,515,1,0,0,33,85,264,1209,81,2378,323,143,7,1722,732,0,33,1,41,15,31,0,1370,72,5,213,36,0,0,437,199
175,2014,CONNECTICUT,Total all ages,0,0,107855,0,627,17132,4051,348,0,0,238,389,2553,29593,285,18508,2409,581,7,11949,9927,2,8918,164,1401,681,963,14,13857,357,94,1166,285,0,26,2011,1129
176,2014,CONNECTICUT,Over 18,0,0,98424,0,509,15215,3536,347,0,0,205,304,2289,28384,204,16130,2086,438,0,10227,9195,2,8885,163,1360,666,932,14,12487,285,89,953,249,0,26,1574,930
177,2015,CONNECTICUT,Under 18,3301351,100,7098,0,103,1666,360,1,0,0,19,84,189,856,31,1845,271,159,0,1107,493,0,36,3,14,16,21,0,1205,55,1,151,42,0,0,343,156
178,2015,CONNECTICUT,Total all ages,0,0,85327,0,573,14016,3116,224,0,0,179,394,1869,22752,72,15341,1776,574,0,8159,7635,8,8148,158,1186,531,786,12,11594,212,85,983,223,0,29,1473,924
179,2015,CONNECTICUT,Over 18,0,0,78229,0,470,12350,2756,223,0,0,160,310,1680,21896,41,13496,1505,415,0,7052,7142,8,8112,155,1172,515,765,12,10389,157,84,832,181,0,29,1130,768
180,2016,CONNECTICUT,Under 18,3526707,104,8264,0,99,1902,416,1,0,0,28,71,222,978,36,1974,261,275,4,1485,581,0,41,5,45,13,35,0,1330,49,5,161,54,0,0,432,178
181,2016,CONNECTICUT,Total all ages,0,0,100280,576,570,14845,3741,212,320,256,222,348,2441,26714,97,17935,1935,842,4,11640,9349,8,8533,161,1450,553,893,19,11971,225,62,1016,366,0,36,2063,1185
182,2016,CONNECTICUT,Over 18,0,0,92016,576,471,12943,3325,211,320,256,194,277,2219,25736,61,15961,1674,567,0,10155,8768,8,8492,156,1405,540,858,19,10641,176,57,855,312,0,36,1631,1007
183,2017,CONNECTICUT,Under 18,3538025,105,8133,0,68,1858,436,2,0,0,22,46,211,953,25,1961,287,324,3,1406,585,0,28,4,25,11,30,0,1222,27,6,197,125,0,1,451,181
184,2017,CONNECTICUT,Total all ages,0,0,100211,576,558,14074,3844,183,512,64,190,368,2487,27614,74,18621,1998,926,3,10579,9174,5,8228,144,1500,649,912,7,11076,159,85,1082,693,0,24,2188,1242
185,2017,CONNECTICUT,Over 18,0,0,92078,576,490,12216,3408,181,512,64,168,322,2276,26661,49,16660,1711,602,0,9173,8589,5,8200,140,1475,638,882,7,9854,132,79,885,568,0,23,1737,1061
186,2018,CONNECTICUT,Under 18,3457743,104,7106,0,91,1359,325,0,0,0,27,64,139,950,18,1763,206,273,1,1460,489,0,18,1,34,10,41,1,862,18,6,153,135,0,0,284,153
187,2018,CONNECTICUT,Total all ages,0,0,95709,708,572,12312,3399,184,584,124,212,360,2238,29423,76,17370,1624,778,1,10505,8087,11,7484,140,1363,582,921,10,9834,96,79,870,692,0,41,1640,1088
188,2018,CONNECTICUT,Over 18,0,0,88603,708,481,10953,3074,184,584,124,185,296,2099,28473,58,15607,1418,505,0,9045,7598,11,7466,139,1329,572,880,9,8972,78,73,717,557,0,41,1356,935
189,2019,CONNECTICUT,Under 18,3565287,107,6942,0,88,1405,304,0,0,0,37,51,119,935,17,1704,214,228,9,1328,570,0,22,6,24,11,29,0,946,7,4,144,87,0,0,299,151
190,2019,CONNECTICUT,Total all ages,0,0,92925,456,553,11932,3060,120,264,192,223,330,1990,29483,62,16304,1470,646,9,10560,7295,11,7577,134,1502,475,858,11,9754,86,83,764,350,0,44,1711,1073
191,2019,CONNECTICUT,Over 18,0,0,85983,456,465,10527,2756,120,264,192,186,279,1871,28548,45,14600,1256,418,0,9232,6725,11,7555,128,1478,464,829,11,8808,79,79,620,263,0,44,1412,922
192,2020,CONNECTICUT,Under 18,3557006,107,3791,0,52,956,232,0,0,0,23,29,96,515,11,761,132,244,1,607,203,0,16,4,21,8,14,1,569,9,10,103,152,0,0,189,73
193,2020,CONNECTICUT,Total all ages,0,0,68484,635,479,8799,2664,42,571,64,188,291,1782,17854,67,14921,1146,667,1,8711,4422,0,5151,75,1706,294,563,7,6919,59,105,589,332,0,41,1529,1022
194,2020,CONNECTICUT,Over 18,0,0,64693,635,427,7843,2432,42,571,64,165,262,1686,17339,56,14160,1014,423,0,8104,4219,0,5135,71,1685,286,549,6,6350,50,95,486,180,0,41,1340,949
195,2021,CONNECTICUT,Under 18,3605597,107,3523,0,39,615,196,0,0,0,13,26,84,566,12,830,82,208,1,684,125,0,25,3,13,3,29,0,313,9,9,90,65,0,0,175,158
196,2021,CONNECTICUT,Total all ages,0,0,69831,832,396,7356,2346,32,448,384,129,267,1589,20781,47,14977,986,669,1,8489,3444,0,6133,66,2063,212,450,10,5654,67,111,517,245,0,109,1602,1181
197,2021,CONNECTICUT,Over 18,0,0,66308,832,357,6741,2150,32,448,384,116,241,1505,20215,35,14147,904,461,0,7805,3319,0,6108,63,2050,209,421,10,5341,58,102,427,180,0,109,1427,1023
198,2013,DELAWARE,Under 18,923312,46,4113,0,55,910,340,0,0,0,15,40,212,376,10,1076,140,20,52,301,486,9,1,0,2,2,54,0,740,160,0,113,52,0,0,175,77
199,2013,DELAWARE,Total all ages,0,0,37321,0,252,7407,2175,100,0,0,64,188,1591,5101,28,7224,991,93,52,1782,6250,530,325,196,267,386,1795,3,6295,1336,9,511,394,0,571,907,332
200,2013,DELAWARE,Over 18,0,0,33208,0,197,6497,1835,100,0,0,49,148,1379,4725,18,6148,851,73,0,1481,5764,521,324,196,265,384,1741,3,5555,1176,9,398,342,0,571,732,255
201,2014,DELAWARE,Under 18,933379,49,4133,0,44,930,339,0,0,0,14,30,175,377,10,1104,190,24,65,304,458,4,3,1,1,4,59,1,706,135,4,146,58,0,0,147,113
202,2014,DELAWARE,Total all ages,0,0,36780,0,215,7963,2126,64,0,0,78,137,1489,5212,28,6826,1027,128,65,1645,6163,473,334,204,194,272,1884,6,6780,1120,22,537,435,0,489,774,394
203,2014,DELAWARE,Over 18,0,0,32647,0,171,7033,1787,64,0,0,64,107,1314,4835,18,5722,837,104,0,1341,5705,469,331,203,193,268,1825,5,6074,985,18,391,377,0,489,627,281
204,2015,DELAWARE,Under 18,945934,60,3906,0,35,818,383,0,0,0,12,23,257,370,18,1036,175,26,61,280,380,4,2,3,3,6,55,0,599,107,1,113,75,0,0,214,86
205,2015,DELAWARE,Total all ages,0,0,34687,0,193,7328,2219,100,0,0,76,117,1605,5083,32,6744,997,104,61,1235,5734,365,386,214,198,310,1705,0,6195,891,42,496,386,0,419,860,332
206,2015,DELAWARE,Over 18,0,0,30781,0,158,6510,1836,100,0,0,64,94,1348,4713,14,5708,822,78,0,955,5354,361,384,211,195,304,1650,0,5596,784,41,383,311,0,419,646,246
207,2016,DELAWARE,Under 18,950787,56,3704,0,45,712,348,0,0,0,12,33,212,345,4,1008,137,34,47,287,340,1,0,2,0,3,70,0,537,84,5,119,119,0,0,207,98
208,2016,DELAWARE,Total all ages,0,0,33553,784,186,7165,2224,89,784,0,58,128,1611,5558,26,6630,1053,122,47,1312,4289,345,355,198,195,290,1769,1,5964,884,29,526,468,0,332,886,388
209,2016,DELAWARE,Over 18,0,0,29849,784,141,6453,1876,89,784,0,46,95,1399,5213,22,5622,916,88,0,1025,3949,344,355,196,195,287,1699,1,5427,800,24,407,349,0,332,679,290
210,2017,DELAWARE,Under 18,961939,62,3360,0,55,661,284,0,0,0,18,37,181,364,18,911,146,35,33,287,335,3,0,4,0,0,60,1,462,71,1,84,73,0,0,154,82
211,2017,DELAWARE,Total all ages,0,0,31549,300,191,6156,1989,81,300,0,69,122,1402,5979,32,6225,950,136,33,1339,4015,377,347,221,176,283,1837,20,5038,635,42,476,401,0,226,749,338
212,2017,DELAWARE,Over 18,0,0,28189,300,136,5495,1705,81,300,0,51,85,1221,5615,14,5314,804,101,0,1052,3680,374,347,217,176,283,1777,19,4576,564,41,392,328,0,226,595,256
213,2018,DELAWARE,Under 18,964106,52,2851,0,43,547,302,1,0,0,15,28,199,283,2,788,134,41,32,228,279,1,0,2,0,4,48,1,370,49,2,86,62,0,0,114,82
214,2018,DELAWARE,Total all ages,0,0,28742,240,184,5337,1965,121,180,60,77,107,1464,5289,22,6121,688,116,32,1164,3707,323,427,163,185,210,1348,9,4511,669,33,391,324,0,164,755,322
215,2018,DELAWARE,Over 18,0,0,25891,240,141,4790,1663,120,180,60,62,79,1265,5006,20,5333,554,75,0,936,3428,322,427,161,185,206,1300,8,4141,620,31,305,262,0,164,641,240
216,2019,DELAWARE,Under 18,970535,52,2924,0,34,551,316,0,0,0,14,20,194,312,7,836,145,74,40,214,256,3,2,6,0,1,60,3,325,24,1,107,81,0,0,140,59
217,2019,DELAWARE,Total all ages,0,0,30038,1513,176,5422,1898,82,912,601,75,101,1420,6157,24,6400,745,192,40,1138,3815,356,452,162,157,219,1312,20,4461,539,20,383,365,0,229,849,325
218,2019,DELAWARE,Over 18,0,0,27114,1513,142,4871,1582,82,912,601,61,81,1226,5845,17,5564,600,118,0,924,3559,353,450,156,157,218,1252,17,4136,515,19,276,284,0,229,709,266
219,2020,DELAWARE,Under 18,984527,54,1862,0,27,382,215,0,0,0,11,16,113,257,7,459,132,59,24,84,96,6,2,2,0,1,27,0,184,22,1,90,89,0,0,124,56
220,2020,DELAWARE,Total all ages,0,0,24636,484,173,4147,1796,31,304,180,74,99,1390,5449,18,5392,643,159,24,782,3308,238,294,92,147,122,827,9,3327,198,17,315,346,0,142,850,343
221,2020,DELAWARE,Over 18,0,0,22774,484,146,3765,1581,31,304,180,63,83,1277,5192,11,4933,511,100,0,698,3212,232,292,90,147,121,800,9,3143,176,16,225,257,0,142,726,287
222,2021,DELAWARE,Under 18,1001629,53,1651,0,26,244,230,0,0,0,8,18,138,229,6,469,71,52,4,70,113,0,0,2,1,1,26,0,115,12,4,80,95,0,0,68,68
223,2021,DELAWARE,Total all ages,0,0,25043,300,177,3454,1752,10,180,120,71,106,1376,6026,20,5475,447,186,4,936,3566,0,324,79,163,98,952,4,2801,345,32,273,344,0,105,874,424
224,2021,DELAWARE,Over 18,0,0,23392,300,151,3210,1522,10,180,120,63,88,1238,5797,14,5006,376,134,0,866,3453,0,324,77,162,97,926,4,2686,333,28,193,249,0,105,806,356
225,2013,FLORIDA,Under 18,19487611,614,72304,0,479,20479,4663,28,0,0,295,184,2656,23853,71,10973,5750,1284,0,0,7994,0,230,13,0,42,433,5,13374,1061,38,1674,175,0,0,1363,808
226,2013,FLORIDA,Total all ages,0,0,904135,0,4505,122990,40567,3755,0,0,1842,2663,30123,425913,324,82557,22822,5452,0,0,126137,0,41994,950,0,2527,13988,303,94392,25229,662,7940,2794,0,0,6680,5088
227,2013,FLORIDA,Over 18,0,0,831831,0,4026,102511,35904,3727,0,0,1547,2479,27467,402060,253,71584,17072,4168,0,0,118143,0,41764,937,0,2485,13555,298,81018,24168,624,6266,2619,0,0,5317,4280
228,2014,FLORIDA,Under 18,19829171,591,66839,0,489,19449,4536,27,0,0,270,219,2560,21348,67,10075,5462,1700,0,0,7382,0,130,21,0,52,450,5,12220,864,49,1657,130,0,0,1297,854
229,2014,FLORIDA,Total all ages,0,0,865272,3840,4422,119875,39249,3356,3648,192,1839,2583,29013,402591,289,81138,20914,6204,0,0,122190,0,42745,954,0,2482,12236,416,92468,21682,685,7712,2400,0,0,6464,4911
230,2014,FLORIDA,Over 18,0,0,798433,3840,3933,100426,34713,3329,3648,192,1569,2364,26453,381243,222,71063,15452,4504,0,0,114808,0,42615,933,0,2430,11786,411,80248,20818,636,6055,2270,0,0,5167,4057
231,2015,FLORIDA,Under 18,20222616,673,62148,0,461,18745,4256,15,0,0,258,203,2402,19638,71,9558,5089,2307,0,0,6334,0,88,20,0,36,365,9,11278,589,52,1544,185,0,0,1258,849
232,2015,FLORIDA,Total all ages,0,0,772956,0,4043,115264,38453,2706,0,0,1800,2243,28791,340533,285,80726,18919,7290,0,0,114988,0,31783,1024,0,2345,11880,157,88770,17431,671,7191,1980,0,0,6566,4877
233,2015,FLORIDA,Over 18,0,0,710808,0,3582,96519,34197,2691,0,0,1542,2040,26389,320895,214,71168,13830,4983,0,0,108654,0,31695,1004,0,2309,11515,148,77492,16842,619,5647,1795,0,0,5308,4028
234,2016,FLORIDA,Under 18,20566240,668,57843,0,541,17688,3861,7,0,0,248,293,2027,18548,56,8670,4817,2810,0,0,5584,0,109,26,0,45,388,4,10005,496,45,1541,157,0,0,1166,801
235,2016,FLORIDA,Total all ages,0,0,726396,6631,4475,102639,35807,2397,6183,448,1747,2728,26897,313994,252,76450,18037,8211,0,0,114550,0,35042,1041,0,2247,11954,149,76139,14280,642,6521,1774,0,0,6192,5152
236,2016,FLORIDA,Over 18,0,0,668553,6631,3934,84951,31946,2390,6183,448,1499,2435,24870,295446,196,67780,13220,5401,0,0,108966,0,34933,1015,0,2202,11566,145,66134,13784,597,4980,1617,0,0,5026,4351
237,2017,FLORIDA,Under 18,20971216,605,55359,0,513,15812,3829,11,0,0,263,250,1978,18158,48,8456,4066,2617,5,1,5497,0,96,20,0,46,423,0,9081,529,43,1545,184,0,0,1178,864
238,2017,FLORIDA,Total all ages,0,0,713085,0,4874,91063,36251,2468,0,0,1873,3001,27345,303028,241,78943,16483,8306,5,33,124487,37,32727,1057,4,2040,11613,71,66033,11739,635,6398,1841,0,0,6371,6306
239,2017,FLORIDA,Over 18,0,0,657726,0,4361,75251,32422,2457,0,0,1610,2751,25367,284870,193,70487,12417,5689,0,32,118990,37,32631,1037,4,1994,11190,71,56952,11210,592,4853,1657,0,0,5193,5442
240,2018,FLORIDA,Under 18,21278278,596,48213,64,543,12686,3218,0,64,0,253,290,1829,15701,57,8152,3040,2209,0,0,5399,0,69,32,0,48,401,4,7380,405,46,1090,119,0,0,890,799
241,2018,FLORIDA,Total all ages,0,0,715424,6661,4798,89456,34907,1920,5829,832,1936,2862,26498,300080,247,80570,14757,8295,0,0,134142,0,32127,1086,0,1989,11207,123,66157,10590,712,5761,1632,0,0,6129,6604
242,2018,FLORIDA,Over 18,0,0,667211,6597,4255,76770,31689,1920,5765,832,1683,2572,24669,284379,190,72418,11717,6086,0,0,128743,0,32058,1054,0,1941,10806,119,58777,10185,666,4671,1513,0,0,5239,5805
243,2019,FLORIDA,Under 18,21418599,618,44634,0,568,11457,3268,4,0,0,247,321,1711,15091,52,7913,2678,2062,0,0,3881,1,118,32,0,29,368,0,6665,282,58,1252,158,0,0,840,871
244,2019,FLORIDA,Total all ages,0,0,679072,7440,4974,85675,33860,2049,6773,667,1765,3209,25302,290411,252,80785,13560,7776,0,43,110145,32,33872,1047,10,1808,11226,107,64087,10774,787,6006,1512,0,0,5956,6551
245,2019,FLORIDA,Over 18,0,0,634438,7440,4406,74218,30592,2045,6773,667,1518,2888,23591,275320,200,72872,10882,5714,0,43,106264,31,33754,1015,10,1779,10858,107,57422,10492,729,4754,1354,0,0,5116,5680
246,2020,FLORIDA,Under 18,21634872,572,31471,128,464,8802,2702,1,128,0,216,248,1401,10122,39,5816,2313,1866,0,0,1537,0,134,15,0,24,263,0,4584,282,73,1012,160,0,0,648,717
247,2020,FLORIDA,Total all ages,0,0,506402,15989,4736,66397,34186,940,15130,859,1815,2921,26067,198444,257,75236,12554,7156,0,0,68471,0,29073,647,0,1207,8216,109,46430,5993,840,5464,1301,0,0,5791,7470
248,2020,FLORIDA,Over 18,0,0,474931,15861,4272,57595,31484,939,15002,859,1599,2673,24666,188322,218,69420,10241,5290,0,0,66934,0,28939,632,0,1183,7953,109,41846,5711,767,4452,1141,0,0,5143,6753
249,2021,FLORIDA,Under 18,0,2,19,0,0,3,3,0,0,0,0,0,1,4,0,7,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0
250,2021,FLORIDA,Total all ages,0,0,927,0,5,115,49,0,0,0,5,0,27,323,0,199,10,13,1,15,104,0,30,1,11,5,16,0,92,1,0,17,21,0,2,13,21
